d13C,d15N,group
-16.07264084656308,14.893718654702662,1
-15.935204438169546,15.233871503135312,1
-16.114724628820515,14.9024068239616,1
-16.04273848373234,15.027683785238231,1
-16.18050018581412,14.770985283556682,1
-16.321536288201887,15.08603075614959,1
-16.181472927242798,15.201405008302485,1
-16.254364836685426,14.484481864701687,1
-16.47158920773366,14.289795847374101,1
-16.484608681394512,14.535909618114323,1
-15.968393693440554,15.010860001792306,1
-16.023086482924782,15.200444896327568,1
-16.008927885979396,15.06345839571639,1
-16.04295657919637,15.041004238854647,1
-15.885229707111968,14.96613584461098,1
-16.149359541767257,15.35137899668629,1
-15.929817519242523,14.925511941969843,1
-16.153383351952694,14.785439488518174,1
-15.969501681170811,15.020049378526696,1
-16.121695775507256,15.054605235908333,1
-16.13519898308998,15.10507498912392,1
-16.146177492259287,14.827685437221113,1
-16.244431568871054,14.925873384106813,1
-16.054245487823422,15.042165964278393,1
-16.322676685683614,14.720510345527114,1
-16.214007663257885,14.504949532003328,1
-16.013275667411325,14.564429477786721,1
-16.27176434844699,14.908242596151855,1
-16.207698135683646,14.598206800304936,1
-16.474285163021516,14.26114264994153,1
-16.010550538217164,15.030009419392808,1
-16.15176965629576,15.044798098441781,1
-16.49234288641437,14.385809597166238,1
-16.338049934079567,14.462735284832517,1
-16.16288781294626,14.974481420924569,1
-16.11631082957832,15.139718285761536,1
-16.20429221157892,15.15626042274701,1
-16.20926342558428,15.152253760758894,1
-16.100540535387545,14.96308191347429,1
-15.961711344313898,15.237316116287621,1
-16.381406857886873,14.625399484354606,1
-16.3561276224709,14.507287422756615,1
-16.058019481976935,14.610035643561242,1
-16.388696369469898,14.963213647456156,1
-16.166444937978202,14.047298351477215,1
-16.12844879434874,14.956058239716718,1
-16.098824830429393,14.98349866671042,1
-16.082022236560878,14.62962611406695,1
-16.258981014871654,14.677941965158931,1
-16.090600761850496,15.15803834535469,1
-16.116906845123776,15.08784913147649,1
-16.01267923858149,15.313147433205602,1
-16.095813485535615,14.93504890032598,1
-16.098151527146218,15.469493020384665,1
-16.090049946792245,15.094532374438309,1
-16.25729609652509,14.778758417003113,1
-16.26016790171144,14.925552689751235,1
-15.998584046167299,14.525046365601584,1
-16.157842892441142,14.995708374186387,1
-16.30613127156132,14.50601561230166,1
-16.14128595723398,14.8494789084472,1
-16.138692104143267,14.707210413837258,1
-16.288652487447294,14.786869537866203,1
-16.20870716136585,14.625478253478553,1
-16.369007365332124,14.407833089045475,1
-16.30166656087379,14.655233798579614,1
-16.201471270075672,14.708527719549465,1
-15.9861824406997,15.179415415145801,1
-16.066371619989983,15.19461393250971,1
-16.042545436210016,14.857783277184947,1
-16.172148394724083,15.146843363505551,1
-16.66841791751196,14.546960135015079,1
-16.187798568443394,15.414447330048944,1
-16.219850198665046,14.9291453386433,1
-16.131392555671397,15.007413194268937,1
-16.12320274726929,15.086579624120928,1
-16.14482644828653,15.279831112746479,1
-16.344257777190844,14.530080574930848,1
-16.16427678797738,14.953450870457432,1
-16.312166412728775,14.681801925214302,1
-16.228751003625273,14.75818981336283,1
-16.166720201024237,15.548616271394707,1
-16.193414901146223,14.901396183761795,1
-16.235683383022526,14.864754876397916,1
-16.12823097988872,14.705284367397892,1
-15.967887466595508,15.227077109784442,1
-16.16790782288807,14.786075346030941,1
-16.28785703954239,14.89234224432894,1
-15.804785912347553,14.680042406022274,1
-16.066433724342698,15.011110173622537,1
-16.0653764169066,14.928390102502263,1
-16.42015652367249,14.643246905679614,1
-15.898959042813681,15.387926455896176,1
-15.96661885774178,14.850523114067094,1
-16.071150944932736,15.088489769705987,1
-16.271400357081866,14.720083559431623,1
-16.215181299224366,14.794953305216673,1
-16.21866486046122,14.741239340323189,1
-16.160221138176823,14.641593951507996,1
-16.154519319782644,14.726769474757221,1
-15.996165260871374,15.069196537400606,1
-16.232412298272617,14.793173053834863,1
-16.02850300712633,14.763494575651695,1
-16.06463118104625,14.632276366545161,1
-16.180967736330672,14.78120250282333,1
-16.19782150212821,14.975962753317264,1
-16.27163364722449,14.597999028473035,1
-16.304361311442317,14.759106927359866,1
-16.189260673648533,15.04969749296355,1
-16.0545344157558,14.570975683880082,1
-16.116613922487602,15.030889665453241,1
-15.957912022039102,15.050993174372241,1
-16.158115923490527,15.257946712507064,1
-16.129432805452502,15.457213820264265,1
-16.142979040668997,15.258397656185345,1
-15.995735919235356,14.74987457304395,1
-16.185502147689043,14.82337648762291,1
-16.293391651159606,14.478218108396112,1
-15.928870941753946,15.51608461778056,1
-16.127974968791783,15.029175871208224,1
-16.168251145960273,15.100479724288292,1
-16.05116636006542,15.098072765586675,1
-15.85036628852173,15.544953404631842,1
-16.000601609285763,15.266955237723632,1
-16.20026151114562,15.001357633358491,1
-15.799395268856106,15.630186085141863,1
-16.021525675747817,15.039784927133226,1
-16.10011058907246,14.973007930682607,1
-16.153300018951036,14.888370447665004,1
-15.830268758667868,15.052476944504008,1
-15.93949880076371,15.223902826628908,1
-16.030052413669516,15.009333233021046,1
-16.09187992693555,15.277073070263803,1
-16.17645619990544,14.802155176369197,1
-16.128469526820826,15.0951623715829,1
-15.951855182787007,14.87006990050167,1
-16.16031641931416,14.849108874093215,1
-16.140467049394967,14.797252432494451,1
-16.190673241781884,14.63535097876634,1
-16.014819427401047,14.890872927314065,1
-16.069179056461405,15.325023245378436,1
-16.017485360323196,14.975889047766923,1
-16.250802129504525,14.92227236594016,1
-16.14427943721955,14.937058681599963,1
-15.946040560112626,15.231854421777168,1
-16.281975603945167,14.728781999623134,1
-16.218546539151998,14.513259843729601,1
-16.173473386474953,14.558381752603458,1
-16.25158974655706,14.802293152371583,1
-16.149654802836743,15.000082076412117,1
-16.098425218815628,14.78268486813358,1
-16.171687783969787,14.708696028608061,1
-16.22334302819948,14.805070466606312,1
-16.12404313162048,14.785591089968023,1
-15.923070385591204,14.912666853166268,1
-16.03103550605068,15.007085895497854,1
-16.135597905061434,15.06746616008047,1
-16.09093493458954,14.71236405552673,1
-16.17027382257711,14.99543503229982,1
-16.156801846876984,14.686572980732846,1
-16.18500062370587,14.941673012981193,1
-16.115799578423633,14.923373767950672,1
-16.076936229059665,14.905280753313185,1
-16.13123447843674,14.71199177737598,1
-16.02905812857042,14.693143095609631,1
-16.19107528522454,15.025594492647862,1
-16.041600712061495,15.263534194206834,1
-16.23041170206724,14.736742441523827,1
-16.28591750624293,14.685140392738832,1
-16.25515601587596,15.08220251591541,1
-16.249374380402486,14.850154410074513,1
-16.107777350064893,14.628535032310833,1
-15.954320735435926,15.24846426298463,1
-16.144954160771437,14.51078172321959,1
-16.187668823215397,14.56545922682219,1
-16.208066192848513,15.066756269989506,1
-16.394254330968337,14.409276371360509,1
-16.196799771632218,14.745898768818407,1
-16.26855676743992,14.62639395992298,1
-16.145974566159992,15.064245905576982,1
-15.80513980942303,15.26723996066272,1
-16.217547622044176,14.728924842301849,1
-16.207977214484444,15.110125076909332,1
-15.866734799143307,15.284483059162039,1
-15.93694255120574,15.49420485816029,1
-16.317937480459825,14.536351430671651,1
-16.07240872957464,14.574905299176793,1
-16.21820310401904,14.92048611455591,1
-15.95315421837061,15.096744856885115,1
-16.17276726695513,14.862253587067109,1
-16.205710137069147,14.839413626429392,1
-16.251485141307654,14.893333625816432,1
-16.069808999698495,15.268135912105803,1
-16.060344490984875,15.134621595245777,1
-16.26073314795915,14.721035711013528,1
-16.12542743510588,15.26273664959876,1
-16.286517480444004,14.4320512069234,1
-15.969498331072444,15.017876290841897,1
-16.368074753553795,14.441734469232244,1
-16.162795480374797,14.479940312885839,1
-15.959330736415664,14.766395802342405,1
-16.049713593875747,14.806367304789239,1
-16.05336715745225,15.261675614980758,1
-16.363405868706273,14.312068337434285,1
-15.999909741764805,15.480846625265192,1
-15.921408642534153,15.362080116048206,1
-16.15281695326746,15.2163565152958,1
-16.326621270961468,15.024167093946943,1
-16.06609499898476,15.227505425070438,1
-16.1786966723549,14.76751655515121,1
-16.209634971993697,15.184081907279355,1
-16.09758885842774,15.205656280840914,1
-16.134971229978852,15.176878941914481,1
-16.093384782749105,15.42461505831589,1
-16.07766309009601,14.943025911625702,1
-16.131985279726788,15.101631811562388,1
-16.27793392278344,14.661913066827847,1
-15.752491918572671,15.246121420836475,1
-16.579091599737687,14.447801707244095,1
-16.329981743796854,14.69865313011839,1
-16.32910940482985,14.47048685738403,1
-15.981675157492097,15.173969852017299,1
-15.96737889939003,15.130093903658743,1
-15.957554818676556,15.328696729045506,1
-16.211310508246793,14.883436980737036,1
-16.20295006176402,15.05155973963771,1
-16.280922097249764,14.679782099228563,1
-16.03283218548804,14.90463012489679,1
-16.201061392919446,14.544013387897683,1
-16.338698880222474,14.828757006791221,1
-16.298720546991117,14.975070971809584,1
-16.166656036598972,14.869974927522769,1
-16.21059231829936,14.949575744656842,1
-16.291333386052635,14.73620385276595,1
-16.154715538989187,14.840573066697388,1
-16.287927880133736,14.972357848223925,1
-15.898842991517313,15.606117772018125,1
-16.030672756052603,14.852766765805319,1
-16.171741189222438,15.097012053036787,1
-16.216568531030543,14.704525557249141,1
-16.203994317208668,14.878769089561121,1
-16.12877209176453,14.821128017324956,1
-15.983708570067792,15.112774690706207,1
-16.298590093719174,14.639617953799128,1
-16.307117614889815,14.698294854237545,1
-16.231223935339536,14.913452882628789,1
-16.150585674656188,14.583537975962123,1
-16.167388146150188,14.741328069669517,1
-16.154538699136296,15.173991924824028,1
-16.17835857620566,15.135116311868126,1
-16.211625238236596,14.894658037801934,1
-16.028682334542935,14.939784128433114,1
-16.352527769052127,14.789957663788734,1
-16.0804360244181,14.787377314307562,1
-16.118215924884467,14.804277970265964,1
-16.214102653394967,14.792741631213772,1
-16.374981507129714,14.45607832069553,1
-16.523213234462336,14.590434795552877,1
-15.81895940968002,15.274739740153061,1
-16.078536189467552,15.0071261156725,1
-16.16121219637481,14.99122415300891,1
-16.16186520910418,14.491426518120376,1
-16.182925631648647,15.047013571786405,1
-16.066066324886084,14.727170258605804,1
-16.257161276995635,14.809258914539841,1
-16.199185959099303,14.517589594217705,1
-16.209566046228435,14.759351818781772,1
-16.241380863883354,14.88239030379864,1
-15.93954473253155,15.04293738388781,1
-16.350835194034527,14.756936759104216,1
-16.183165661310213,14.642769539904352,1
-15.994421935870161,15.191549798507614,1
-15.977764147691218,14.94553381427482,1
-16.092103248260614,14.72899180193367,1
-16.096796740662676,15.243254808723322,1
-16.087863754661743,15.049060708520978,1
-16.29406985811572,14.702459334920523,1
-16.152446592891764,14.779537212303147,1
-15.915433156252778,14.946118328131067,1
-16.17527746539964,15.047713873171185,1
-15.97788114848976,15.005735770271167,1
-16.207332048469905,15.07375367772642,1
-16.173344460084685,14.633573125097051,1
-16.139711032403145,14.730968420274904,1
-16.281087164244585,14.887352040531104,1
-15.977575075904944,14.595953125513732,1
-16.19744129860975,15.15793330400202,1
-16.135345555492556,14.759553337370205,1
-16.089609436354323,14.962671129070843,1
-16.281342437000554,14.788992240199864,1
-16.05201477776001,15.053170844750078,1
-16.18153590299716,14.678450772681126,1
-16.446112193866664,14.550949377126695,1
-16.343932371590544,14.46057089006625,1
-15.893769436753796,15.38258477450321,1
-16.02944986658848,15.230841263597718,1
-16.259270573268157,14.85033456366253,1
-16.098238411772197,15.106518762058252,1
-15.865569126497288,15.441781685596435,1
-15.913796882157529,15.573069651494185,1
-16.08703957116296,15.219197732994086,1
-16.1390034828692,14.67041495421158,1
-16.0579206519346,15.226760256885195,1
-16.11953251092911,14.830113655028791,1
-16.099801169690746,15.007169394862533,1
-16.210980308568985,14.784837236037923,1
-16.246182669927148,14.771222444666927,1
-16.081310972289067,15.078851428202727,1
-16.208085895531674,14.90595094554069,1
-16.168564644133856,14.716769930172497,1
-16.139526058314676,14.801716207993392,1
-16.135168562509744,14.760245045053887,1
-16.105764465605656,14.661196904774348,1
-15.959124790570403,14.91652570792829,1
-15.931616857997174,15.09318092790847,1
-15.912439611580043,15.26450761744891,1
-16.279317794076803,15.051921939285752,1
-16.263716918913286,14.744860081746413,1
-16.202571550808347,14.88549835508662,1
-16.240790292310834,14.632806955410716,1
-16.057590720664617,15.234641074352483,1
-16.252807955766716,14.93045968059691,1
-16.005379886027313,14.878058960056348,1
-16.1742009032492,14.77676919032641,1
-16.23509052542551,14.644553684021055,1
-16.04928862335903,14.880434336122212,1
-16.222169977791253,14.906493862973763,1
-16.07047009656413,14.882418043606316,1
-16.1199621853767,14.996452064971692,1
-16.213835677454306,15.361564663637898,1
-15.764106217011745,15.154281914188191,1
-16.10273880874558,14.697003063931726,1
-16.06114863953508,15.192673710473693,1
-16.202799156660802,14.731270268478635,1
-16.305972034007763,14.596602524318222,1
-16.161556341787982,14.601439482447484,1
-16.185458867165867,14.678672221023248,1
-16.133156729146222,15.406412338926163,1
-16.124808169897992,14.741496052800706,1
-16.17941864005966,14.760997396706058,1
-16.202259326617337,14.842815752332461,1
-16.080435415137202,14.815876670386594,1
-16.0251143783373,15.313195503415445,1
-16.094588427494877,15.024148899302272,1
-16.242880665398477,15.002442340383803,1
-15.919444195922722,15.826498693323465,1
-16.13490716836223,15.219440382308276,1
-16.15225732406991,15.556159764696352,1
-17.25630631078919,14.044435095793116,1
-16.217332226577504,14.416302284696123,1
-16.256014739799152,14.563019696417637,1
-16.3752878589442,14.777079488793195,1
-16.013995529376547,15.179193972826164,1
-16.213213041055436,14.656805337417893,1
-16.35028132131993,14.570808288229713,1
-16.09905738350569,14.981836533668734,1
-16.09720997544378,14.899220161034625,1
-16.14621483899159,15.170096220061899,1
-15.91167933219456,15.217897802039692,1
-16.151808245331633,14.911503203653165,1
-16.172231557965613,14.526074808308742,1
-16.10682239092304,15.240839740934575,1
-16.23880559466701,14.382428951502776,1
-16.038864494023482,15.24772585899734,1
-16.263625015992567,14.495647248671505,1
-16.19894463819097,14.761265752929763,1
-16.069392873405487,14.977669428118753,1
-16.294892288824737,14.590690378072814,1
-16.196315493789257,14.87604740792025,1
-15.999668238121753,14.93533108621379,1
-16.08146046228553,15.301386911097124,1
-16.224776536455,15.21315786942279,1
-16.21951287735364,14.757973264229111,1
-16.13180648767465,15.042935562722185,1
-16.181086588343423,14.852377072673885,1
-16.058335382315686,15.159715908485321,1
-16.048898960540573,15.149700583622167,1
-16.22677682458125,14.914027510245182,1
-16.564726045120654,15.142706853535623,1
-16.175704727931613,15.308294282342223,1
-16.040629114335083,15.24437835088284,1
-16.30674117994338,14.484216526169782,1
-16.15267919728303,14.991267746962787,1
-16.184021771058703,15.145940640660275,1
-16.17227192067961,14.492193659683643,1
-15.962894716290645,14.95684335312413,1
-16.149436034890282,14.752838674734576,1
-16.222555845596748,14.85070006724179,1
-16.07431409071151,14.795578332867628,1
-16.201558058258513,14.806837291595105,1
-16.199985860073355,14.875991808941901,1
-15.989307336655777,15.04629654162826,1
-15.9069397585134,15.097031642154013,1
-15.88908056807034,15.481841916321795,1
-16.03394490017886,15.258944604160392,1
-16.05128847456956,14.957872319715488,1
-16.04385139292192,14.795287734796577,1
-16.022324504593833,14.958743523196393,1
-16.136944821406455,14.900972391824519,1
-15.93334272968585,15.205830074799488,1
-16.077271554818115,14.94067978684508,1
-16.167123100601852,15.107615613145377,1
-16.225124931999083,14.74856027517495,1
-16.207546440312782,14.629076392792644,1
-16.227731670720633,14.77054081881341,1
-16.169787218179675,14.742760044513581,1
-16.24239070298656,14.99164349305543,1
-16.243498145402036,14.773568169290764,1
-15.937801224603415,15.280980476307928,1
-16.163327474820996,15.060745623681305,1
-16.289501660181127,14.89743633317534,1
-16.163623426148146,14.966557353453362,1
-16.110202873314197,14.662871824643148,1
-16.194892690103895,15.097152050575225,1
-16.32658902795949,14.765818138981347,1
-16.020468145525733,15.421637405138323,1
-16.173733009330753,14.984343731734045,1
-16.037098903626227,15.098571741504744,1
-16.138381391863028,14.584029888078245,1
-15.990185769670433,15.344196417163822,1
-16.208568185292012,14.860236441316337,1
-16.314027646063817,14.600560302209015,1
-16.027838275865033,15.130082217467704,1
-16.302073335572974,14.780121630999863,1
-16.34676374912513,14.688361971844822,1
-15.788436400237739,16.16938060362809,1
-16.26323254194485,15.019762981557601,1
-16.118106001244023,14.981133236613594,1
-15.817515955035796,15.273855525455371,1
-16.222501679701672,14.738502146543123,1
-16.109557513916585,14.710886047301011,1
-16.15524906912032,15.160555104220885,1
-15.92125191828004,14.970307348773302,1
-16.2224250980881,14.551196004520108,1
-16.07970955099439,14.964273255360988,1
-16.239523043734245,14.882253489737625,1
-16.173530819494566,15.045974424256922,1
-15.988788421802104,14.967077935344062,1
-16.12834588129327,14.768354533873183,1
-16.153946432483753,14.730952256996437,1
-16.028888151267633,15.204380963677984,1
-15.925913503866948,14.866554898672028,1
-16.217900414586115,14.416785481920963,1
-16.282473282896216,14.524406431019656,1
-16.240571719062824,14.645082365343606,1
-16.209930731960938,15.03006670266303,1
-16.246349243404325,14.440050913087877,1
-16.285839711395937,14.5240561318359,1
