especie	furcal	base	radio	alto	gordo	angos	ojo	1erarc	dist.	largo	cabez	hueso	mandib	hueso	arriba	cabeza	boca	abiert	cachete	largo	ancho	orificio	densi	hocic	interbr	ojoatra	proye	base	altura	area	Intesti
jordani	0.283085751	0.097736454	0.077454427	0.076588435	0.041392685	0.039508541	0.028028724	0.059797748	0.046743404	0.042289062	0.082614422	0.033806562	0.032848912	0.046743404	0.028028724	0.091080469	0.039508541	0.022172979	0.031889144	0.014240439	0.033240933	0.033240933	0.903089987	0.026085568	0.016237199	0.042331701	0.016237199	0.021189299	0.046743404	0.004536318	0.180890142
jordani	0.278305181	0.113943352	0.078471034	0.077759659	0.04677816	0.037504615	0.025627089	0.062545119	0.034154276	0.034154276	0.084821513	0.035939589	0.034368902	0.052029	0.024823584	0.086220209	0.036722807	0.024018589	0.04830468	0.014240439	0.030489322	0.037788561	0.84509804	0.025627089	0.015885496	0.042938219	0.017524345	0.02240411	0.044967146	0.006979191	0.175523182
jordani	0.286170575	0.105974423	0.06649534	0.071212316	0.046388733	0.035611642	0.024560295	0.069869829	0.040241219	0.035086328	0.074550492	0.031959017	0.035611642	0.047860616	0.023813443	0.08311154	0.033423755	0.023065304	0.042826002	0.013220369	0.032485754	0.051620765	0.84509804	0.020813124	0.014749577	0.035611642	0.011685758	0.024560295	0.055348637	0.009620841	0.202636904
labarcae	0.274361632	0.09486145	0.06731159	0.072747136	0.052852307	0.03964736	0.029025498	0.040229915	0.019112041	0.05184274	0.093318662	0.036722807	0.046586967	0.050263485	0.029025498	0.09588694	0.043131024	0.030813947	0.040811689	0.018137322	0.038232398	0.066565997	0.698970004	0.032595062	0.020580617	0.036135526	0.015063746	0.024219978	0.066565997	0.022283995	0.195655507
labarcae	0.280338041	0.090591123	0.060173013	0.072086429	0.047383049	0.035318537	0.026896273	0.040843987	0.026279137	0.030245324	0.092545208	0.029721882	0.041392685	0.050305118	0.035318537	0.094005022	0.03809005	0.031969206	0.034762106	0.013656317	0.031821713	0.05480562	0.84509804	0.033647101	0.021189299	0.039193721	0.014240439	0.021763383	0.05480562	0.018096893	0.16427022
labarcae	0.270361176	0.070877083	0.074217827	0.067510443	0.046743404	0.03597522	0.03597522	0.041990475	0.040617851	0.032792513	0.09054661	0.03597522	0.041392685	0.032792513	0.030489322	0.087329599	0.034154276	0.026793177	0.039594362	0.015512166	0.032792513	0.04830468	0.84509804	0.030489322	0.021189299	0.048512426	0.013603176	0.021189299	0.04830468	0.001430812	0.18520722
labarcae	0.271172996	0.088014659	0.06456055	0.072687936	0.040851508	0.034853623	0.028771743	0.041753096	0.044016829	0.027252504	0.093325719	0.035402321	0.045697994	0.046996563	0.036497642	0.099046476	0.045162159	0.027098159	0.033754143	0.016346346	0.033423755	0.055815028	0.77815125	0.033203357	0.018061797	0.040309656	0.016918916	0.02429444	0.053627142	0.020485586	0.2279923
labarcae	0.27667065	0.089859254	0.057003791	0.066785611	0.044458306	0.032587367	0.026793177	0.040537269	0.038053617	0.019443466	0.092146223	0.034675325	0.042416965	0.043124669	0.033632601	0.100281009	0.040365984	0.028381092	0.033632601	0.013329777	0.027730342	0.038781688	0.84509804	0.032063805	0.01822482	0.037271236	0.016599262	0.022530129	0.045279981	0.01745073	0.227118426
labarcae	0.275388146	0.090140438	0.06694679	0.070407322	0.044016829	0.035029282	0.025305865	0.03910553	0.043424659	0.025110721	0.087781418	0.035029282	0.043493267	0.041862447	0.033959591	0.09482038	0.037160793	0.028028724	0.034494766	0.014800458	0.034762106	0.046532325	0.77815125	0.031273778	0.01814549	0.036096345	0.01758977	0.020913469	0.051152522	0.016552844	0.237543738
labarcae	0.274157849	0.089697365	0.063134592	0.071882007	0.045553069	0.033423755	0.025787612	0.04754209	0.044944966	0.020480036	0.097522702	0.040462718	0.043708928	0.051603269	0.037192061	0.101989539	0.040927951	0.032476548	0.036722807	0.015063746	0.031314063	0.040654089	0.77815125	0.036722807	0.020458778	0.044631977	0.018014796	0.023373517	0.046163184	0.023828393	0.180159621
labarcae	0.280274774	0.094587577	0.068185862	0.068185862	0.045322979	0.037426498	0.032081268	0.043580571	0.040294595	0.029158229	0.093421685	0.032081268	0.038752589	0.029158229	0.029383778	0.091080469	0.029383778	0.022565828	0.029383778	0.018423083	0.034762106	0.045757491	0.84509804	0.026669428	0.021189299	0.038752589	0.010017121	0.023938007	0.034762106	0.002209273	0.193124598
labarcae	0.275937416	0.102060409	0.072785041	0.071494417	0.04758226	0.037216745	0.037216745	0.042545578	0.009048129	0.006303369	0.087357922	0.034410308	0.040699478	0.039211079	0.034410308	0.094158402	0.038613191	0.024442456	0.036516834	0.014240439	0.026530048	0.057564281	0.77815125	0.032293515	0.021551967	0.032293515	0.015712625	0.021551967	0.042324315	0.00811025	0.212140858
labarcae	0.270540674	0.098966196	0.069881223	0.069881223	0.041392685	0.034648847	0.025722322	0.038707703	0.008263267	0.005122319	0.082237518	0.029865067	0.040052269	0.040428657	0.031237246	0.089485995	0.033968667	0.028488538	0.034648847	0.012336679	0.03066882	0.046815456	0.77815125	0.032605104	0.019433152	0.033287421	0.015189199	0.022938373	0.046815456	0.009620841	0.195758975
labarcae	0.283539264	0.104163534	0.077272256	0.061690514	0.043465694	0.036166455	0.028742437	0.048605333	0.038695636	0.025687508	0.095077544	0.037216745	0.04758226	0.044354276	0.035113619	0.085797394	0.043465694	0.023360776	0.043465694	0.012393161	0.027152246	0.040117223	0.903089987	0.034058225	0.015712625	0.043465694	0.020099475	0.021189299	0.031517051	0.002878498	0.193271097
labarcae	0.27446575	0.099450429	0.066450169	0.075790195	0.042444246	0.036096345	0.02311522	0.034851183	0.039717136	0.022596199	0.093888418	0.034494766	0.042444246	0.034577496	0.035029282	0.085409514	0.046104787	0.026397058	0.045062063	0.015918334	0.027878734	0.049817463	0.77815125	0.036628895	0.017033339	0.041392685	0.014800458	0.02201574	0.047672795	0.01742987	0.240881914
labarcae	0.254279832	0.096195517	0.058883417	0.058883417	0.041392685	0.031546797	0.021472504	0.044088501	0.039389016	0.030085371	0.085090106	0.032651872	0.038680031	0.041892161	0.030438902	0.071175591	0.041392685	0.02429444	0.040851508	0.01289498	0.026652195	0.049316179	0.77815125	0.031546797	0.016346346	0.037044269	0.016346346	0.02429444	0.044380962	0.015233976	0.205604752
labarcae	0.278038713	0.098535571	0.063051746	0.077481461	0.049339182	0.041392685	0.026328939	0.040363307	0.032116649	0.020463054	0.092545208	0.035179496	0.042624727	0.035640356	0.032039248	0.083121729	0.042009143	0.024408695	0.045078375	0.012705441	0.027671427	0.040872883	0.903089987	0.035179496	0.014678015	0.04994447	0.014678015	0.023123799	0.0382645	0.010511963	0.194254103
labarcae	0.27380681	0.095368007	0.068514641	0.064268382	0.042889394	0.033830779	0.024059384	0.040892634	0.040617851	0.031210382	0.084644142	0.035860197	0.042889394	0.039064023	0.035860197	0.078722888	0.046855581	0.027168905	0.042889394	0.017244726	0.034368902	0.052852307	0.77815125	0.032812503	0.017244726	0.038383704	0.016186761	0.028715355	0.04830468	0.022840611	0.215647601
labarcae	0.275129426	0.103263442	0.068901607	0.061028984	0.044842223	0.035113619	0.024442456	0.038613191	0.008301277	0.005802452	0.091080469	0.030876566	0.041392685	0.034510851	0.024442456	0.086109949	0.039309734	0.027313835	0.042084788	0.010537991	0.028436703	0.046410074	0.84509804	0.032293515	0.014977156	0.038613191	0.014240439	0.019371404	0.037516361	0.006722692	0.211673121
labarcae	0.272615061	0.096678327	0.069421409	0.069914645	0.042969073	0.035563141	0.028028724	0.045931174	0.009545318	0.006893708	0.092486713	0.035029282	0.044016829	0.041836069	0.034494766	0.082546024	0.050250828	0.029113105	0.04453976	0.015918334	0.039614609	0.048433074	0.698970004	0.033959591	0.016476194	0.039281894	0.01758977	0.026397058	0.037381728	0.016029963	0.210586025
labarcae	0.272474535	0.097436112	0.073662818	0.061269657	0.041392685	0.034154276	0.030489322	0.046152124	0.01040276	0.006530867	0.088941083	0.035369087	0.041392685	0.038752589	0.030489322	0.079181246	0.044967146	0.021815535	0.041392685	0.012964977	0.022565828	0.044016829	0.84509804	0.028028724	0.01678018	0.035369087	0.014240439	0.024311487	0.038752589	0.002878498	0.18990696
labarcae	0.271066772	0.099131473	0.071693225	0.074516384	0.043412663	0.03527576	0.030111675	0.041392685	0.009545318	0.006995993	0.097355215	0.033217489	0.04441914	0.038157702	0.034247844	0.076388346	0.054357662	0.023832609	0.04742465	0.017461427	0.025807264	0.038157702	0.77815125	0.033217489	0.02171925	0.042403849	0.017461427	0.024885445	0.025807264	0.002986341	0.197810509
labarcae	0.270663715	0.096232662	0.068234066	0.066785611	0.043438835	0.03519575	0.025199434	0.037788561	0.009115961	0.006160309	0.091689792	0.034154276	0.044458306	0.034577496	0.036753293	0.081992223	0.048007726	0.030489322	0.041905127	0.017683643	0.036787651	0.054075286	0.698970004	0.036234733	0.016599262	0.035715552	0.014967596	0.025199434	0.032356036	0.013763855	0.218337678
labarcae	0.276732056	0.091770373	0.06069784	0.065118179	0.044862433	0.033187147	0.024823584	0.044862433	0.040514435	0.031632848	0.08656918	0.032002168	0.042552351	0.028028724	0.026028285	0.071665456	0.043708928	0.021189299	0.042552351	0.017524345	0.028028724	0.033423755	0.77815125	0.024823584	0.013828199	0.037894993	0.008850558	0.019971081	0.038752589	0.002425265	0.174384795
labarcae	0.277786711	0.103948189	0.068864978	0.076625062	0.046368743	0.038603373	0.023802915	0.040650618	0.043465694	0.019856921	0.09371756	0.03183501	0.043611308	0.041161739	0.035232376	0.086259543	0.048562154	0.030126308	0.044716384	0.014437711	0.029454979	0.06366908	0.77815125	0.035796029	0.018559859	0.041392685	0.01502899	0.026112997	0.045757491	0.017784353	0.189343991
labarcae	0.285838497	0.098535571	0.071191372	0.073489232	0.049339182	0.038918066	0.023766722	0.041392685	0.035866901	0.022420177	0.09199651	0.035804831	0.042624727	0.035866901	0.035179496	0.075774997	0.048126068	0.026967138	0.045078375	0.016641671	0.030538067	0.041131141	0.77815125	0.03392612	0.016641671	0.040775351	0.012705441	0.023766722	0.043739524	0.012330956	0.231246524
labarcae	0.274039368	0.09017663	0.051399913	0.072165028	0.04742465	0.034247844	0.023832609	0.045423289	0.043465694	0.030876566	0.094677132	0.038854428	0.043412663	0.037216745	0.037834957	0.084713735	0.050904991	0.029591873	0.043412663	0.015316758	0.030876566	0.037216745	0.77815125	0.037324323	0.017461427	0.041392685	0.015316758	0.022248554	0.043465694	0.01745073	0.214775942
labarcae	0.274487735	0.085850991	0.067124017	0.069773778	0.045322979	0.033423755	0.022369448	0.042331701	0.042146451	0.021584292	0.087882782	0.036286617	0.041392685	0.037096458	0.033997839	0.079697956	0.050324506	0.025305865	0.04251926	0.014640526	0.026816819	0.059372853	0.77815125	0.035715552	0.014640526	0.04026318	0.015239967	0.022958322	0.047138396	0.014604533	0.22085494
labarcae	0.271636638	0.099964852	0.071123603	0.074902448	0.046012883	0.037309295	0.023615532	0.049256037	0.010723865	0.004447824	0.090735106	0.034958575	0.043131024	0.044380962	0.035547449	0.087614414	0.037309295	0.029622467	0.044286063	0.016295788	0.029229618	0.041892161	0.77815125	0.034958575	0.015680204	0.041392685	0.016910501	0.024219978	0.041892161	0.013342904	0.21670911
labarcae	0.277609214	0.095605171	0.063051746	0.0805363	0.048733048	0.038421446	0.022737588	0.040898888	0.00913207	0.006466042	0.093859262	0.036429266	0.044833633	0.042822294	0.036928168	0.08546897	0.044833633	0.028876128	0.044833633	0.018596488	0.026196552	0.042822294	0.77815125	0.036429266	0.01389006	0.042870717	0.016511037	0.028367884	0.050902425	0.027268042	0.197969368
labarcae	0.276133415	0.100862664	0.057991947	0.071355909	0.045881557	0.035715552	0.02413368	0.045881557	0.008600172	0.005752329	0.090409226	0.035143736	0.043081454	0.043338016	0.036856931	0.080214051	0.046996563	0.028222562	0.044203662	0.016436371	0.038458252	0.040904988	0.77815125	0.032273306	0.016436371	0.04026318	0.013439158	0.025305865	0.045757491	0.016113666	0.189129221
labarcae	0.280338041	0.09205751	0.071063356	0.067979595	0.044125825	0.035318537	0.023481096	0.041575431	0.009545318	0.004201914	0.088136089	0.03753716	0.043580571	0.038458252	0.036983566	0.082186756	0.03753716	0.029721882	0.043034632	0.012485712	0.031034234	0.033523034	0.77815125	0.035318537	0.015406331	0.038642236	0.013071409	0.025760862	0.043338016	0.015946244	0.187207264
labarcae	0.277206416	0.086456031	0.070786435	0.075250952	0.046695492	0.037103322	0.024530042	0.041570493	0.011581873	0.006408217	0.091714476	0.035483826	0.045111437	0.035912556	0.037641815	0.080158287	0.04827379	0.028944764	0.043521584	0.013292818	0.028963696	0.035912556	0.77815125	0.037103322	0.014429715	0.037103322	0.013861639	0.022305738	0.040484119	0.01416338	0.198582791
labarcae	0.272825764	0.096383276	0.065251428	0.06694679	0.044373441	0.034762106	0.024311487	0.045560039	0.009115961	0.005882182	0.087867425	0.032936058	0.043778925	0.041925889	0.034154276	0.07587861	0.055517328	0.027411389	0.045560039	0.016146636	0.033858267	0.047222229	0.698970004	0.032325665	0.016146636	0.040794071	0.01678018	0.028028724	0.060187206	0.020527012	0.225779043
labarcae	0.284205068	0.11058971	0.071882007	0.065206128	0.039017322	0.033423755	0.025305865	0.048182755	0.009450896	0.005466515	0.096910013	0.028571253	0.042181595	0.042969073	0.031004281	0.080626487	0.043755127	0.025305865	0.04453976	0.016197354	0.026941628	0.033423755	0.77815125	0.032618761	0.013679697	0.041392685	0.013679697	0.02201574	0.033423755	0.005609445	0.199755177
labarcae	0.274214884	0.08846423	0.067406118	0.066026674	0.044791318	0.034514574	0.023481096	0.041067614	0.04165321	0.022348055	0.096695494	0.037967246	0.045757491	0.035092745	0.026013432	0.087150176	0.047683412	0.029032873	0.045757491	0.016827073	0.025062404	0.046831149	0.77815125	0.038948703	0.019910833	0.0428525	0.014759	0.028531089	0.035092745	0.01984297	0.249575775
labarcae	0.270456379	0.101376305	0.072212709	0.073450604	0.049740535	0.03693377	0.021421604	0.036036467	0.04326869	0.029319347	0.092002679	0.036036467	0.042721481	0.045136626	0.038276258	0.081209715	0.050175482	0.031521931	0.042279001	0.012979329	0.02413368	0.039508541	0.698970004	0.03693377	0.017689727	0.040504557	0.014869624	0.024199617	0.039508541	0.021602716	0.232739207
labarcae	0.275342488	0.095969981	0.065266732	0.079181246	0.048798617	0.037103322	0.023419314	0.038895708	0.042101352	0.025256795	0.088375567	0.034942649	0.043521584	0.039734619	0.035483826	0.081133135	0.042990337	0.026190826	0.043521584	0.014429715	0.03013656	0.037354917	0.903089987	0.022862883	0.014429715	0.041392685	0.01499705	0.022305738	0.044455257	0.014982309	0.201175602
labarcae	0.272825764	0.104218025	0.067510443	0.06694679	0.043778925	0.034762106	0.081914386	0.042189556	0.025381731	0.027274085	0.085712113	0.032325665	0.040194631	0.040294595	0.032325665	0.07587861	0.041990475	0.027411389	0.031714413	0.011685758	0.029158229	0.031969206	0.77815125	0.023688843	0.012325839	0.029875478	0.011044733	0.022440869	0.040294595	0.010511963	0.140926842
labarcae	0.28254659	0.106077519	0.070037867	0.067566768	0.044016829	0.036096345	0.024622475	0.041831145	0.035232376	0.025728836	0.092252655	0.034762106	0.044016829	0.040836254	0.034093446	0.08338316	0.042050209	0.029383778	0.061326797	0.019808393	0.040836254	0.043611308	0.84509804	0.039414119	0.019808393	0.062581984	0.022565828	0.03275303	0.046368743	0.016029963	0.324625364
labarcae	0.278286869	0.100089084	0.071731758	0.067958542	0.043803207	0.035715552	0.02413368	0.043803207	0.010219165	0.007323858	0.092276544	0.031614535	0.040586196	0.035912556	0.031614535	0.081391401	0.04219768	0.026641643	0.050166609	0.013095298	0.025447122	0.035912556	0.84509804	0.028305609	0.013095298	0.050166609	0.014811879	0.019073881	0.035912556	0.004751156	0.214519465
labarcae	0.276206412	0.089512618	0.068598101	0.091080469	0.058594715	0.033870331	0.02210747	0.050078864	0.007178585	0.006703686	0.085568045	0.037426498	0.036096345	0.046200422	0.028932563	0.091080469	0.036096345	0.024850391	0.046625212	0.012837225	0.032026384	0.044203662	0.77815125	0.029383778	0.013773205	0.042269163	0.016569101	0.023938007	0.036123532	0.01843002	0.230448921
labarcae	0.275192168	0.090270218	0.067160675	0.072896122	0.048147012	0.035912556	0.024032481	0.050375311	0.007424018	0.006441451	0.089661536	0.032452024	0.041392685	0.037516361	0.03453165	0.083527331	0.040711439	0.026152719	0.040711439	0.014723257	0.031484396	0.046410074	0.84509804	0.03453165	0.017608945	0.037975716	0.01327319	0.028963696	0.043465694	0.011993115	0.211083699
consocium	0.27168675	0.095285613	0.069421409	0.075790195	0.04453976	0.035563141	0.022565828	0.043667858	0.008032095	0.00498974	0.096214585	0.035563141	0.047145014	0.040117223	0.036096345	0.083024585	0.045583738	0.027485516	0.041918784	0.013118231	0.024953282	0.027152246	0.84509804	0.026397058	0.015359755	0.04453976	0.016476194	0.019808393	0.040117223	0.013469232	0.208799537
consocium	0.269512944	0.090225979	0.070541591	0.06649534	0.040674249	0.031224791	0.028275412	0.053194892	0.038204353	0.04161953	0.08311154	0.104114486	0.039954623	0.087830355	0.031224791	0.088297207	0.037064133	0.026050158	0.037788561	0.010916414	0.028963696	0.049485363	0.84509804	0.027534927	0.013985646	0.039954623	0.016273419	0.017791932	0.049485363	0.006936451	0.170794919
